Crop_Type,Soil_Type,Region,Season,Irrigation,Fertilizer,Rainfall,Temperature,Humidity,Nitrogen,Yield
Maize,Silty,North,Rabi,Drip,Organic,89.8,19.1,68.8,83,5.21
Maize,Sandy,North,Zaid,Flood,Mixed,99.1,27,71.6,57,4.78
Cotton,Loamy,North,Zaid,Sprinkler,Mixed,144.5,27.4,53.8,96,5.81
Cotton,Clay,East,Kharif,Flood,Chemical,137.7,,80.6,57,3.54
Wheat,Sandy,South,Kharif,Drip,Organic,,24.8,69.8,102,6.91
Rice,Loamy,South,Rabi,Flood,Chemical,156.3,23.3,,42,4.77
Wheat,Clay,West,Rabi,Flood,Chemical,167.5,27,72.4,87,6.87
Cotton,Silty,East,Zaid,Drip,Mixed,151.3,25.2,55.2,87,6.34
Wheat,Loamy,North,Kharif,Sprinkler,Organic,137.3,33.2,73.5,69,4.98
Rice,Clay,South,Rabi,Flood,Mixed,168.5,25.7,76,95,7.21
Maize,Loamy,South,Zaid,Drip,Organic,162.2,26.8,61.4,70,5.99
Cotton,Sandy,West,Rabi,Drip,Organic,143.2,36.9,50.7,92,5.82
Maize,Loamy,South,Rabi,Flood,Chemical,174.5,26.2,69.2,57,5.62
Sugarcane,Silty,North,Rabi,Sprinkler,Organic,47.9,29.2,56,85,5.7
Sugarcane,Loamy,East,Kharif,Drip,Chemical,119.8,29.6,81.5,100,5.15
Wheat,Silty,South,Kharif,Flood,Chemical,119.3,29.9,63.1,117,5.78
Sugarcane,Silty,North,Rabi,Flood,Organic,170.3,,88.7,68,4.89
Cotton,Silty,East,Kharif,Drip,Mixed,185,27.8,42.5,77,6.87
Cotton,Silty,North,Kharif,Drip,Organic,79.2,27.4,69.6,78,4.27
Wheat,Loamy,West,Kharif,Drip,Mixed,179.4,24.7,85.2,108,6.41
Cotton,Silty,West,Kharif,Flood,Mixed,89,28.3,57.3,117,5.22
Cotton,Sandy,South,Zaid,Drip,Chemical,90.1,35.1,66.1,91,4.98
Maize,Silty,East,Zaid,Flood,Organic,121.8,31.8,63.2,105,4.78
Wheat,Silty,East,Rabi,Sprinkler,Mixed,118.9,28.2,59.8,46,2.87
Maize,Sandy,East,Zaid,Sprinkler,Organic,75.5,30.4,70.9,100,5.4
Sugarcane,Clay,North,Kharif,Flood,Organic,152.7,,52.5,104,4.57
Cotton,Loamy,South,Rabi,Flood,Mixed,153.8,26,66.7,97,6.9
Wheat,Loamy,North,Kharif,Drip,Chemical,,30.8,74.2,86,7.36
Sugarcane,Clay,East,Zaid,Drip,Mixed,114.8,32.9,65.4,111,5.63
Sugarcane,Silty,North,Zaid,Drip,Organic,128.6,23.9,56,92,6.72
Wheat,Sandy,East,Kharif,Flood,Chemical,128.9,25.1,80.4,107,6
Sugarcane,Clay,East,Rabi,Sprinkler,Mixed,189.1,,76.8,54,6.93
Maize,Loamy,West,Rabi,Drip,Mixed,30.8,27.4,,93,3.95
Maize,Sandy,South,Rabi,Drip,Chemical,96.5,34.3,52.5,74,2.82
Maize,Sandy,North,Zaid,Sprinkler,Mixed,130.2,27.8,56.6,109,6.05
Cotton,Silty,East,Kharif,Flood,Organic,92,28,74.5,,6.92
Sugarcane,Sandy,North,Kharif,Sprinkler,Chemical,121,25.8,71.3,107,6.35
Cotton,,North,Zaid,Flood,Organic,125.6,30.8,77.5,57,4.5
Sugarcane,Silty,West,Zaid,Flood,Mixed,,32.4,64.1,79,5.29
Sugarcane,Clay,West,Zaid,Flood,Mixed,132.3,22.9,56.9,40,5.44
Wheat,Silty,East,Rabi,Sprinkler,Mixed,152,25.6,79,118,6.53
Rice,Clay,West,Kharif,Flood,Mixed,121.7,30.7,61.4,60,7.02
Cotton,Loamy,North,Zaid,Flood,Organic,114.1,26.5,70.2,89,5.06
Maize,Clay,North,Zaid,Sprinkler,Chemical,124.2,25,49.4,79,6.19
Wheat,Loamy,South,Rabi,Sprinkler,Mixed,,31,61.2,112,6.68
Wheat,,North,Kharif,Flood,Organic,69.1,31.4,80.1,105,4.44
Maize,Silty,West,Zaid,Sprinkler,Chemical,,25.2,59.4,102,5.84
Cotton,Silty,North,Rabi,,Mixed,114.2,27.8,77.8,91,6.32
Wheat,Loamy,East,Kharif,Flood,Chemical,174.2,22.2,40,49,5.56
Wheat,,West,Rabi,Drip,Mixed,,23.4,61.3,113,6.68
Wheat,Loamy,East,Zaid,Flood,Chemical,171,27.5,65.9,45,4.14
Maize,Clay,North,Rabi,Sprinkler,Chemical,94.6,27.1,88.9,76,5.46
Wheat,Sandy,South,Rabi,Sprinkler,Chemical,117,23.1,54,,5.27
Maize,Clay,East,Rabi,Drip,Chemical,86.5,24.1,76.1,71,4.58
Maize,Sandy,West,Rabi,Sprinkler,Mixed,105.3,22.7,80.7,118,6.1
Maize,Silty,South,Kharif,Flood,Mixed,173.8,28.8,59.3,58,5.39
Cotton,Loamy,South,Rabi,Drip,Organic,182.1,19.1,63.5,86,5.74
Maize,Loamy,West,Kharif,Flood,Mixed,89.8,23,69.7,57,4.17
Cotton,Silty,West,Kharif,Flood,Chemical,114,19.5,50.2,112,5.35
Cotton,Sandy,South,Kharif,Flood,Chemical,127.3,28.7,62.5,98,7.56
Sugarcane,Sandy,North,Zaid,Sprinkler,Organic,150.5,19.8,83.3,73,6.23
Cotton,Clay,East,Kharif,Drip,Chemical,68.4,27.1,74.3,46,3.17
Maize,Clay,West,Kharif,Flood,Chemical,73.9,33.6,66.1,52,5.58
Maize,Sandy,West,Zaid,Sprinkler,Chemical,147.1,33.7,69.4,59,4.84
Rice,,South,Rabi,Sprinkler,Organic,61.8,19.8,75,72,4.17
Maize,Loamy,North,Zaid,Flood,Mixed,114.4,28.2,77.3,110,6.6
Wheat,Sandy,East,Zaid,Flood,Chemical,135.7,23,61.3,49,3.32
Sugarcane,Sandy,West,Rabi,Drip,Chemical,144.5,22.2,86.4,86,5.55
Sugarcane,Loamy,West,Rabi,Flood,Organic,125,26.5,83.8,67,4.74
Wheat,Clay,North,Kharif,Sprinkler,Organic,117.2,31.9,76.1,43,4.64
Cotton,Silty,South,Rabi,Flood,Mixed,159.6,29.4,57.9,89,6.4
Wheat,Sandy,South,Kharif,Sprinkler,Organic,140,24.1,55.8,96,5.87
Cotton,Loamy,North,Zaid,Flood,Mixed,107.4,29.8,64.1,116,5.75
Wheat,Loamy,West,Kharif,Flood,Mixed,131.3,18,68.7,80,6.15
Maize,Sandy,North,Rabi,Flood,Chemical,143.4,24,46.8,66,5.62
Cotton,,East,Rabi,Flood,Mixed,190.1,23.7,73.9,108,6.95
Cotton,Silty,West,Zaid,Sprinkler,Chemical,157.5,27.3,83.4,59,5.65
Maize,Sandy,East,Rabi,Drip,Mixed,172.5,26.2,74.9,,7.91
Sugarcane,Silty,West,Kharif,Sprinkler,Organic,108.6,26.4,59.9,115,6.05
Cotton,Loamy,South,Zaid,Sprinkler,Chemical,111.7,,58.5,40,4.04
Rice,Clay,West,Rabi,Flood,Chemical,121.8,27.1,71.6,114,4.58
Cotton,Loamy,South,Kharif,Sprinkler,Mixed,125,29.2,66.2,56,3.78
Cotton,Sandy,North,Kharif,Sprinkler,Organic,94.7,27.6,73.3,78,4.59
Rice,Loamy,South,Rabi,Drip,Mixed,174.3,25.9,75.2,60,5.69
Cotton,Clay,South,Kharif,Flood,Organic,,28.6,81.1,51,4.94
Sugarcane,Clay,East,Kharif,Sprinkler,Organic,119.3,30.3,54.4,96,5.89
Sugarcane,,South,Rabi,Drip,Chemical,152.5,24.8,70.7,78,5.33
Cotton,Loamy,South,Zaid,Drip,Organic,137.8,26.8,,80,4.93
Cotton,Sandy,South,Kharif,Flood,Chemical,155.2,31.6,66.8,78,6.24
Rice,Silty,South,Rabi,Drip,Mixed,82.9,22.6,78.4,,6.19
Cotton,Loamy,East,Zaid,Sprinkler,Mixed,124.9,34.2,79.7,117,5.11
Rice,Clay,South,Zaid,Sprinkler,Organic,128,21.6,84.8,81,5.57
Maize,Loamy,West,Rabi,Drip,Chemical,,25.6,73.1,52,3.75
Rice,Silty,South,Rabi,Drip,Chemical,108,23.2,66.7,66,3.65
Rice,Clay,West,Kharif,Flood,Organic,42.5,35.8,65,79,3.48
Wheat,Silty,South,Kharif,Sprinkler,Chemical,92.1,25,47.2,48,5.19
Sugarcane,Loamy,North,Zaid,Drip,Chemical,127.9,25,84.1,58,4.4
Wheat,Loamy,North,Kharif,Drip,Mixed,132.2,25.5,64.1,56,4.41
Wheat,Sandy,West,Kharif,Sprinkler,Organic,188.9,27.4,74.1,117,7.19
Sugarcane,Sandy,West,Rabi,Flood,Organic,150.4,25.7,76.1,72,5.69
Maize,Silty,North,Kharif,Flood,Mixed,132.9,26.5,,110,5.55
Maize,Silty,East,Zaid,Drip,Mixed,128.9,12.9,56.9,84,6.78
Cotton,Silty,East,Kharif,Flood,Organic,168.6,27.2,86.6,80,5.91
Rice,Sandy,North,Kharif,Flood,Organic,109.3,27.1,71.5,115,6.03
Wheat,Clay,South,Rabi,Drip,Chemical,125.1,31.2,61,95,5.33
Cotton,Clay,East,Zaid,Drip,Mixed,91.9,32.2,66.5,59,4.75
Wheat,Loamy,West,Rabi,Flood,Organic,179.7,26.2,81,62,6.9
Maize,Clay,West,Rabi,Sprinkler,Organic,143.7,30.3,79.2,93,7.25
Sugarcane,Clay,North,Rabi,Flood,Mixed,105.2,22.6,50.4,40,3.64
Sugarcane,Loamy,North,Zaid,Drip,Mixed,126,30.1,87.6,52,5.72
Rice,Loamy,South,Kharif,Drip,Mixed,,24.7,79.6,45,5.49
Cotton,Sandy,North,Zaid,Drip,Mixed,121.2,22.3,66.2,97,6.4
Cotton,Clay,East,Kharif,Drip,Mixed,111.3,26.3,53.7,75,5.07
Maize,Silty,North,Kharif,Sprinkler,Organic,107.1,32.6,80.6,40,4.09
Wheat,Clay,North,Kharif,Drip,Organic,141.9,27.7,73.7,99,6.84
Rice,Silty,North,Rabi,Flood,Organic,117.5,33,50.5,92,6.19
Cotton,Sandy,South,Kharif,Sprinkler,Organic,114.1,24,65.2,97,6.81
Sugarcane,Loamy,West,Zaid,Flood,Mixed,83.2,31.2,105.5,53,4.34
Wheat,Loamy,North,Zaid,Sprinkler,Chemical,132.7,24.4,68.2,109,6.01
Cotton,Sandy,West,Kharif,Drip,Organic,123.7,27.9,59.1,54,2.94
Sugarcane,Sandy,South,Zaid,Sprinkler,Organic,118.7,27.9,55.9,85,4.16
Sugarcane,Clay,North,Zaid,Drip,Organic,137,29.6,89.3,84,5.34
Maize,Sandy,South,Kharif,Flood,Chemical,,28,78.2,57,4.57
Wheat,Silty,East,Kharif,,Chemical,154.6,24,84.9,70,6.28
Rice,Clay,North,Rabi,Drip,Organic,149.3,30.5,71,44,3.97
Sugarcane,Loamy,North,Rabi,Sprinkler,Mixed,121.6,33.9,83,77,4.76
Sugarcane,Clay,West,Zaid,Sprinkler,Organic,110.2,24.7,57.8,94,5.09
Cotton,Silty,East,Rabi,Drip,Chemical,93.5,19.7,70,64,5.43
Wheat,Silty,South,Kharif,Drip,Chemical,109.2,29,71.4,83,4.75
Wheat,Silty,West,Zaid,Flood,Chemical,130.7,25.7,84.6,116,6.6
Maize,Silty,West,Rabi,Drip,Mixed,102.5,26.5,71.8,58,4.84
Maize,Loamy,South,Zaid,Sprinkler,Mixed,133.4,29.2,60.5,63,5.92
Wheat,Clay,East,Kharif,Drip,Organic,96.2,25.2,68.8,49,5.05
Cotton,Loamy,North,Rabi,Sprinkler,Chemical,71.9,25.9,47.9,83,4.68
Maize,Loamy,South,Rabi,Drip,Organic,158.7,26.6,40.1,56,4.13
Wheat,Silty,East,Zaid,Sprinkler,Chemical,113.4,32.9,78,108,5.5
Wheat,Silty,North,Zaid,Sprinkler,Chemical,100.7,27.1,63.5,63,4.75
Maize,Loamy,West,Zaid,,Chemical,91.7,22.1,64.9,93,5.32
Cotton,Sandy,West,Zaid,Sprinkler,Organic,144.8,22.2,78,55,4.54
Sugarcane,Sandy,South,Rabi,Drip,Organic,178.1,27.6,84.8,65,6.87
Maize,Loamy,South,Zaid,Sprinkler,Organic,115.9,22.5,74.4,53,4.67
Rice,Silty,North,Rabi,Flood,Organic,122.5,20.8,91.1,,4.6
Sugarcane,Silty,East,Rabi,Sprinkler,Chemical,167.5,29.5,74,42,4.91
Maize,Sandy,North,Zaid,Drip,Mixed,66.6,29.7,71.6,46,5.38
Rice,Sandy,South,Kharif,Flood,Organic,198.8,25.5,70.9,,7.07
Maize,Clay,East,Kharif,Flood,Organic,215.5,28.2,52.6,83,7.7
Wheat,Silty,East,Zaid,Flood,Chemical,35.3,,,66,2.99
Rice,Clay,East,Rabi,Flood,Mixed,126.6,29.4,38.7,74,4.76
Maize,Silty,North,Kharif,Flood,Organic,104.8,29.4,61,73,4.41
Sugarcane,Loamy,West,Zaid,Flood,Organic,120.7,16.6,68.3,100,5.65
Cotton,,East,Kharif,Sprinkler,Chemical,115.4,26,58.5,75,5.06
Cotton,Silty,West,Kharif,Drip,Chemical,158.4,29.1,62.6,107,6.06
Maize,Clay,South,Kharif,Sprinkler,Mixed,126.1,25.4,90.1,57,4.69
Wheat,Clay,West,Zaid,Drip,Organic,98.1,27.1,81.2,55,3.93
Rice,Silty,South,Rabi,Flood,Organic,124,30,59.8,72,5.07
Sugarcane,Loamy,West,Zaid,Sprinkler,Chemical,148,27.3,62.4,46,6.02
Wheat,Sandy,North,Zaid,Flood,Chemical,88.6,,52.7,93,3.8
Sugarcane,Clay,North,Zaid,Sprinkler,Mixed,72.4,31.5,76.5,71,4.65
Cotton,Loamy,East,Kharif,Sprinkler,Chemical,199.7,26.5,65,69,7.46
Rice,Silty,East,Kharif,Flood,Chemical,107.5,26.2,44.4,82,5.08
Cotton,Loamy,East,Kharif,,Organic,125.2,15.6,69.2,46,4.03
Sugarcane,Loamy,South,Rabi,Sprinkler,Organic,116.1,25.7,73.3,,5.84
Wheat,Sandy,West,Zaid,,Mixed,149.2,21.6,79.6,117,5.63
Wheat,Silty,South,Kharif,,Organic,,27.9,67.1,90,6.63
Cotton,Loamy,East,Zaid,Flood,Chemical,150.3,27.6,63.5,85,5.1
Sugarcane,Sandy,West,Rabi,Drip,Mixed,76.9,29.8,91.8,80,3.17
Wheat,Sandy,East,Zaid,Sprinkler,Mixed,81.6,32.6,68.1,77,4.47
Cotton,Silty,East,Kharif,Sprinkler,Organic,116,26.9,,114,5.01
Wheat,Loamy,West,Zaid,Sprinkler,Organic,120.6,36.1,61.5,114,5.81
Cotton,,West,Rabi,Drip,Mixed,69.7,27.9,76.3,72,5.35
Cotton,Sandy,South,Kharif,Flood,Mixed,158.7,21.8,50.5,113,7.97
Wheat,Silty,South,Kharif,Flood,Organic,92,24.8,62.5,46,4.31
Cotton,Clay,North,Kharif,Drip,Chemical,182.3,25.5,53.5,65,6.8
Sugarcane,,East,Rabi,Drip,Organic,193.7,29.4,60.7,64,6.43
Sugarcane,Sandy,West,Kharif,Sprinkler,Mixed,,23.2,83,95,5.3
Wheat,Loamy,South,Rabi,Drip,Mixed,145.4,25.8,60.7,88,4.37
Rice,Silty,South,Kharif,Flood,Organic,,26.4,76.6,77,6.13
Rice,Silty,North,Rabi,Flood,Chemical,151.8,,,60,4.58
Maize,Clay,South,Kharif,Flood,Chemical,112.6,,67.7,80,6.3
Wheat,Sandy,North,Kharif,Sprinkler,Organic,91.9,29.6,79.9,61,4.95
Sugarcane,Clay,West,Rabi,Flood,Organic,119.9,31.7,,79,4.46
Cotton,Sandy,East,Zaid,Drip,Mixed,113.7,25.7,69.4,,5.26
Sugarcane,Silty,North,Zaid,Drip,Chemical,118.6,31.8,77,,7.56
Wheat,Silty,North,Rabi,Drip,Organic,163.2,21.5,90.1,99,7.49
Wheat,Loamy,West,Rabi,Flood,Organic,102.5,21.4,60.4,,4.04
Sugarcane,Silty,West,Zaid,Sprinkler,Chemical,190.7,22.1,56.5,,6.44
Rice,Clay,West,Rabi,Drip,Mixed,83.6,27,55.8,92,5.17
Cotton,Sandy,North,Zaid,Drip,Chemical,186.5,31.8,79.9,68,5.88
Sugarcane,Silty,North,Kharif,Sprinkler,Mixed,94.4,24.6,81.6,82,5.94
Wheat,Clay,North,Kharif,Drip,Chemical,130,25.1,61.6,,5.58
Wheat,Clay,West,Rabi,Sprinkler,Mixed,112.8,26.1,42.4,43,3.17
Wheat,Clay,West,Kharif,Sprinkler,Mixed,118,29.3,59.9,73,5.53
Wheat,Silty,West,Rabi,Drip,Organic,158,25.1,74.6,102,6.21
Wheat,Clay,North,Kharif,Drip,Organic,182.5,24.9,67.2,68,6.06
Sugarcane,Clay,North,Kharif,Sprinkler,Mixed,171.7,21.6,70.2,70,6.01
Cotton,Clay,West,Rabi,Sprinkler,Mixed,115.8,24.7,61.7,119,7.01
Sugarcane,Loamy,West,Kharif,Drip,Organic,136.4,31.7,80.2,118,7.05
Sugarcane,Clay,East,Kharif,Sprinkler,Chemical,102.6,27.4,72.1,77,4.47
Sugarcane,Loamy,North,Zaid,Sprinkler,Mixed,95.3,24,75,43,4.15
Rice,Loamy,North,Rabi,Drip,Mixed,89.9,31.9,69.9,94,4.72
Rice,Sandy,North,Zaid,Sprinkler,Organic,114.7,24.7,,,4.25
Sugarcane,Loamy,East,Zaid,Drip,Mixed,138.7,32.7,73.5,113,6.08
Rice,Sandy,West,Zaid,Drip,Chemical,63.1,32.6,56.9,115,6.55
Wheat,,East,Zaid,Drip,Mixed,128.4,27.2,72.5,90,4.35
Cotton,Sandy,South,Kharif,Drip,Organic,183.1,21,77.5,48,5.51
Sugarcane,Clay,West,Zaid,Drip,Chemical,169.3,36.2,81.9,59,5.4
Sugarcane,Loamy,North,Zaid,Flood,Organic,109.5,28.5,73,97,5.77
Sugarcane,Silty,West,Kharif,Drip,Chemical,81.1,25.7,56.4,88,4.17
Wheat,Silty,West,Rabi,Flood,Organic,146.1,30.8,58.3,74,4.42
Cotton,Sandy,East,Kharif,Flood,Chemical,48.9,29.8,62.8,72,2.99
Sugarcane,Loamy,West,Zaid,Flood,Mixed,168.9,32.2,70.3,96,7.36
Cotton,Loamy,East,Zaid,Flood,Chemical,122.5,24.4,66.5,73,4.43
Sugarcane,Clay,South,Kharif,Drip,Organic,194.1,28.3,54.5,52,5.51
Sugarcane,Loamy,South,Rabi,Sprinkler,Chemical,69.6,22.3,54.4,118,6.95
Maize,Silty,West,Zaid,Flood,Chemical,,29.7,42.8,67,5.1
Wheat,Loamy,East,Rabi,Sprinkler,Mixed,126.5,26.9,30.6,62,5.41
Maize,Clay,North,Rabi,Drip,Organic,118.4,28.1,66.4,45,5.49
Rice,Silty,West,Kharif,Sprinkler,Organic,82.1,26.4,95.8,77,5.57
Wheat,Silty,North,Zaid,Flood,Chemical,150.9,26,89.6,,5.53
Wheat,Loamy,East,Rabi,Flood,Mixed,153.7,23.5,56.3,52,4.67
Cotton,Clay,North,Kharif,Sprinkler,Chemical,192.5,,69.8,59,6.21
Maize,Sandy,East,Rabi,Drip,Organic,165.3,33,50.4,54,6.92
Maize,Sandy,South,Kharif,Drip,Organic,109.2,24.8,52.3,47,3.9
Cotton,,South,Rabi,Drip,Mixed,94.9,29.2,53.6,88,4.72
Maize,Silty,East,Kharif,Sprinkler,Mixed,82.1,28.7,65.3,63,4.78
Cotton,Silty,West,Kharif,Drip,Organic,181.6,27,65.8,100,7.22
Wheat,Loamy,South,Rabi,Sprinkler,Organic,102.8,20.9,71,72,5.34
Sugarcane,Loamy,West,Rabi,Drip,Organic,181.8,,76,90,5.69
Maize,Sandy,South,Zaid,Drip,Chemical,148.4,23.9,64,47,4.65
Wheat,Loamy,North,Rabi,Drip,Mixed,141.5,18.4,68.4,66,5.36
Sugarcane,Clay,North,Rabi,Drip,Organic,119.3,32.6,54.9,73,6.09
Cotton,Loamy,North,Rabi,Flood,Mixed,153.1,28.5,51.9,,4.94
Wheat,Silty,East,Zaid,Flood,Organic,129.5,26.9,50,73,5.38
Wheat,Loamy,East,Kharif,,Mixed,117.1,18.2,75.8,77,4.21
Wheat,Loamy,South,Rabi,Sprinkler,Organic,154.4,19.7,63.9,72,7.03
Rice,Loamy,South,Zaid,Drip,Mixed,125,27,45.5,80,5.6
Wheat,Loamy,West,Rabi,Flood,Chemical,102.1,34.9,67.2,103,6.22
Cotton,Sandy,East,Kharif,Sprinkler,Organic,151,24.2,53,101,6.22
Maize,Clay,North,Rabi,,Organic,127.8,30.5,87.9,41,4.7
Sugarcane,Silty,North,Zaid,Sprinkler,Mixed,147.1,25.1,61.1,91,4.77
Cotton,Clay,South,Zaid,Sprinkler,Chemical,114.1,27.2,76.2,112,4.22
Cotton,Sandy,South,Zaid,Sprinkler,Chemical,,31.9,81.1,109,6.35
Maize,Sandy,West,Rabi,Drip,Mixed,190.7,25.6,56.5,65,6.18
Wheat,Sandy,East,Rabi,Sprinkler,Chemical,184.1,24.2,68.9,102,6.88
Wheat,Silty,West,Zaid,Flood,Chemical,160.9,32.7,74.6,104,5.32
Cotton,Loamy,East,Zaid,Drip,Chemical,116.4,27.2,69.4,69,4.4
Wheat,Sandy,South,Rabi,Drip,Organic,119.5,31.4,72.3,109,6.69
Wheat,Silty,East,Zaid,Flood,Organic,178.4,24.3,52,90,7.79
Rice,Silty,East,Zaid,Sprinkler,Organic,,32.6,74.6,100,5.1
Sugarcane,Sandy,East,Kharif,Flood,Chemical,107.9,28.1,62.2,99,6.1
Maize,Sandy,North,Kharif,Sprinkler,Chemical,195.5,28.7,72.2,102,7.07
Cotton,Silty,East,Rabi,Sprinkler,Mixed,128.3,27.5,79,116,6.13
Maize,Sandy,South,Rabi,Flood,Mixed,191.9,25,76,108,8.46
Wheat,Silty,West,Rabi,Sprinkler,Organic,81.1,27,72.2,73,4.31
Rice,Loamy,West,Rabi,Drip,Mixed,148.1,25.2,75.7,84,6.84
Wheat,Clay,East,Zaid,Sprinkler,Mixed,202.5,30.8,76.3,91,7.05
Cotton,,West,Kharif,Drip,Chemical,131,26.2,85.9,108,6.09
Wheat,Loamy,East,Zaid,Sprinkler,Chemical,120.8,21,67.6,71,6.15
Rice,Clay,North,Rabi,Flood,Organic,89.1,20.3,70,65,4.67
Sugarcane,,East,Zaid,Drip,Organic,167.9,20.1,79.2,99,6.21
Maize,Clay,West,Rabi,Flood,Organic,103,29.5,62.1,116,6.89
Maize,Clay,North,Zaid,Sprinkler,Chemical,126.7,22.4,52,112,7
Maize,Sandy,North,Rabi,Drip,Chemical,86.8,28.2,73.9,,5.25
Cotton,Silty,South,Rabi,Drip,Organic,184.5,27.5,65.5,113,3.9
Rice,Silty,West,Rabi,Flood,Organic,170.4,26.7,53.5,103,6.96
Cotton,Clay,East,Zaid,Flood,Organic,128.9,28.8,74,52,5.09
Sugarcane,Clay,West,Rabi,Flood,Chemical,89.6,27.6,85.2,40,4.1
Maize,Silty,West,Kharif,Sprinkler,Mixed,183.8,16.2,48.4,56,6.04
Maize,Loamy,East,Kharif,Sprinkler,Chemical,117.2,25.7,80.3,114,6.21
Wheat,Sandy,East,Zaid,Sprinkler,Organic,91.3,28.7,37.6,100,5.86
Rice,Clay,South,Kharif,Sprinkler,Organic,68.3,33.6,63.2,86,4.33
Sugarcane,Loamy,North,Rabi,Drip,Organic,107.4,33.7,90.1,90,6.41
Maize,Sandy,South,Kharif,Drip,Mixed,79.1,21.5,64.1,73,5.1
Rice,Clay,East,Rabi,Flood,Mixed,108.2,25.6,69.1,112,6.26
Maize,Loamy,North,Zaid,Sprinkler,Organic,156.1,20.7,77.2,52,5.59
Maize,Sandy,North,Zaid,Drip,Organic,116.9,33.1,47.4,65,5.8
Maize,Loamy,North,Rabi,Flood,Organic,142.4,31.1,68.9,56,5.95
Cotton,Sandy,East,Zaid,,Mixed,104.7,28.4,68.8,107,5.58
Rice,,West,Rabi,Sprinkler,Organic,132.3,27.7,90.3,83,6.42
Cotton,Clay,West,Kharif,Drip,Mixed,197.2,32.5,53.2,94,6.81
Maize,Silty,South,Kharif,Sprinkler,Chemical,117.8,31.8,63.4,113,7.42
Sugarcane,Loamy,East,Rabi,Sprinkler,Organic,143.5,,56.9,55,5.99
Wheat,Silty,West,Kharif,Flood,Mixed,75.2,28.8,55.6,117,4.91
Wheat,Sandy,East,Rabi,Flood,Chemical,183.2,25.6,81.5,50,7.57
Maize,Silty,South,Zaid,Flood,Mixed,113.3,30.1,68.3,100,3.92
Maize,Loamy,South,Zaid,Drip,Organic,166.8,30.3,61.3,96,6.83
Cotton,,East,Zaid,Drip,Chemical,125.7,26.2,61.8,106,5.42
Maize,Silty,South,Kharif,Flood,Chemical,,25.6,,52,6.77
Sugarcane,Silty,West,Kharif,Flood,Chemical,153.5,31.5,62.3,116,6.69
Maize,Loamy,West,Kharif,Drip,Organic,114.2,33.7,52.8,103,4.94
Wheat,Silty,North,Zaid,Drip,Chemical,168.2,24,64.9,48,5.18
Wheat,Loamy,East,Kharif,Sprinkler,Mixed,103.4,25.9,63.7,84,4.63
Sugarcane,Sandy,South,Kharif,Drip,Mixed,157.2,28.4,58.9,105,6.17
Wheat,Clay,East,Kharif,Drip,Organic,116.3,28.9,69.9,78,4.98
Sugarcane,Sandy,South,Kharif,Flood,Mixed,142.2,24.9,70.9,70,4.87
Rice,Sandy,South,Kharif,Sprinkler,Mixed,113.8,34.5,61.3,62,4.94
Wheat,Loamy,South,Zaid,Drip,Organic,131.7,28.7,66.3,81,5.86
Rice,Sandy,North,Kharif,Sprinkler,Organic,92.4,29.1,93.9,118,4.89
Cotton,Silty,West,Zaid,Sprinkler,Mixed,,34,93.4,88,4.3
Maize,Clay,North,Zaid,Sprinkler,Organic,,25.2,55.4,97,6.11
Cotton,,South,Kharif,Flood,Organic,111.1,26.6,57,102,6.12
Cotton,Silty,North,Zaid,Drip,Chemical,128.1,22,55.3,102,6.4
Maize,Loamy,North,Rabi,Sprinkler,Chemical,,26.3,80.7,72,5.88
Cotton,,South,Zaid,Flood,Chemical,108.4,21,63.2,101,6.72
Sugarcane,Sandy,West,Rabi,Sprinkler,Chemical,125.5,30,70.9,66,5.91
Maize,,West,Kharif,Flood,Mixed,94.8,28.7,92,86,7.23
Wheat,Silty,South,Rabi,Sprinkler,Mixed,212.1,,67.9,64,8.91
Maize,Clay,East,Kharif,Sprinkler,Organic,167.1,26.6,76.5,115,5.39
Sugarcane,Silty,West,Kharif,Flood,Organic,139.6,30,74.2,98,4.21
Rice,Loamy,North,Zaid,Sprinkler,Organic,171,22.5,60.9,86,6.14
Sugarcane,,West,Rabi,Flood,Chemical,60.7,27.8,80.7,76,4.81
Maize,Sandy,North,Zaid,Flood,Chemical,40.5,,57.8,81,4.08
Cotton,Loamy,North,Zaid,Flood,Mixed,116,19.9,84.1,102,6.13
Rice,Loamy,South,Kharif,Drip,Chemical,81.8,29.7,61,61,4.15
Sugarcane,Sandy,North,Kharif,Sprinkler,Organic,121.7,20.3,62.3,,5.19
Wheat,,West,Zaid,Flood,Mixed,137.2,26.5,54.9,62,4.85
Rice,Sandy,West,Rabi,Sprinkler,Organic,162.2,,56.9,51,5.15
Maize,Loamy,South,Zaid,Drip,Mixed,,32.7,62.9,98,5.82
Maize,Sandy,West,Rabi,Drip,Mixed,144,22.4,38.8,96,5.55
Maize,Silty,West,Zaid,Flood,Mixed,130.5,20.4,65.2,66,4.85
Wheat,Loamy,West,Rabi,Drip,Mixed,142.2,27.5,61.9,91,6.39
Rice,,West,Zaid,Drip,Organic,111.8,25.3,77.5,98,5.43
Wheat,Clay,East,Zaid,,Chemical,178.4,21,73.1,103,7.45
Maize,Silty,North,Rabi,Drip,Chemical,126.4,29.1,59.5,116,5.42
Rice,,West,Kharif,Flood,Chemical,192.1,19,62.5,108,5.89
Maize,Clay,East,Kharif,,Mixed,102.3,22.9,65.2,75,5.16
